horizon,model,ablation_mode,feature_group,completed_runs,failed_runs,mean_accuracy,std_accuracy,mean_macro_f1,std_macro_f1,mean_mcc,std_mcc,mean_ece
10,logistic,remove_one_group,microprice,15,0,0.7422733197596764,0.062192955575532664,0.609149343802112,0.12444522128307241,0.4981271782086093,0.14803639558139733,0.08292036499113678
10,logistic,remove_one_group,midprice,15,0,0.7425568594346295,0.062010113396109054,0.6097070800667032,0.12417694831430595,0.4988986391935547,0.1474610426327672,0.08335181130986212
10,logistic,remove_one_group,price_levels,15,0,0.742902799384191,0.06181025598196341,0.6097901702872577,0.12468761398794943,0.50008992955948,0.1463093753886018,0.08468382638457682
10,logistic,remove_one_group,size_levels,15,0,0.7422489631048872,0.06285441121326722,0.609225502012232,0.12501933419703185,0.497890930410726,0.14987226821577124,0.08414542026023165
10,logistic,remove_one_group,snapshot_order_flow_proxy,15,0,0.6089061842753004,0.02042570668642544,0.27539732609095935,0.009423231680203434,0.06964597262072778,0.025293444084300426,0.025901936386139787
10,logistic,remove_one_group,spread,15,0,0.741499526155275,0.06321563745952798,0.6044358819552547,0.13070797643001303,0.4968252584791843,0.15090903398341843,0.086975425926323
10,logistic,remove_one_group,top_of_book,15,0,0.7425224303546066,0.06222727474192799,0.6095944426748509,0.12457096283679793,0.49873138722307964,0.14808534221233785,0.08334578664400442
10,logistic,remove_one_group,top_of_book_imbalance,15,0,0.7428257681019343,0.0619837025831741,0.6102560291785007,0.12389201945358938,0.4995400240938059,0.1473814170971184,0.08316819778488407
10,logistic,remove_one_group,volatility_proxy,15,0,0.7426996402123045,0.06220055148261172,0.6100268411770234,0.12418492399194794,0.4992408799221358,0.14786722269481928,0.08335432890636355
10,ridge,all_features,all,15,0,0.6251948975616024,0.018365443198156334,0.3329958479827125,0.010989413009853993,0.17125255144175727,0.016348790218649406,
10,ridge,derived_microstructure_only,derived_microstructure,15,0,0.6233222652842401,0.019022008742675265,0.32234975371073304,0.014103550121450663,0.1630634973011782,0.017331340962801544,
10,ridge,no_proxy_features,no_proxy,15,0,0.6094684552857917,0.01997913273892596,0.27527318895980213,0.008371906450009426,0.07301108860686296,0.022940530171661856,
10,ridge,only_one_group,depth_imbalance,15,0,0.6057782577489684,0.02129725450422373,0.2514279109817598,0.005449223683896299,-0.00016304807262820182,0.0015244685507169637,
10,ridge,only_one_group,depth_slope,15,0,0.6057833660448411,0.021298969614078542,0.25142837660321493,0.005449979854387344,0.0,0.0,
10,ridge,only_one_group,liquidity_concentration,15,0,0.6057727552571989,0.021304492604157642,0.2514255949062995,0.005451419139136051,-0.001182023721863892,0.0014478529348122098,
10,ridge,only_one_group,microprice,15,0,0.605788768092217,0.021297027261998475,0.25144867161016804,0.005442312597810801,0.0017532426706844894,0.002667973053220158,
10,ridge,only_one_group,midprice,15,0,0.6057833660448411,0.021298969614078542,0.25142837660321493,0.005449979854387344,0.0,0.0,
10,ridge,only_one_group,price_levels,15,0,0.6077007091968942,0.020480686642021947,0.26292304886055506,0.006026941130940202,0.0518219800913764,0.016416499884300894,
10,ridge,only_one_group,size_levels,15,0,0.60576194288403,0.02127424492948747,0.25174916399816916,0.005480514404816449,0.007076609604979942,0.0025144312525783243,
10,ridge,only_one_group,snapshot_order_flow_proxy,15,0,0.6192812483687228,0.02032733104441257,0.3003183683452943,0.014311528449295112,0.14875724491574044,0.023431564255657414,
10,ridge,only_one_group,spread,15,0,0.6085183129597053,0.0201553728064861,0.26591372470599384,0.0050257982603352305,0.06053136321483803,0.02075510104472565,
10,ridge,only_one_group,top_of_book,15,0,0.6057833660448411,0.021298969614078542,0.25142837660321493,0.005449979854387344,0.0,0.0,
10,ridge,only_one_group,top_of_book_imbalance,15,0,0.6057782577489684,0.02129725450422373,0.2514279109817598,0.005449223683896299,-0.00016304807262820182,0.0015244685507169637,
10,ridge,only_one_group,volatility_proxy,15,0,0.605355481845013,0.021381069412412426,0.25159519342763925,0.005633047645613291,-0.004994489023108926,0.00665084160257759,
10,ridge,raw_lob_only,raw_lob,15,0,0.607783181269724,0.02055938148489809,0.2644320520200879,0.005285189265122348,0.0539436619076331,0.015316953759818194,
10,ridge,remove_one_group,depth_imbalance,15,0,0.625215400669656,0.018334071399630527,0.33303808552562725,0.011023839091922307,0.17133805408133138,0.016413170198241282,
10,ridge,remove_one_group,depth_slope,15,0,0.6251948975616024,0.018365443198156334,0.3329958479827125,0.010989413009853993,0.17125255144175727,0.016348790218649406,
10,ridge,remove_one_group,liquidity_concentration,15,0,0.6252055083492445,0.01835794415339765,0.33301383007656776,0.01097763716349732,0.17130882667753122,0.016312377314838575,
10,ridge,remove_one_group,microprice,15,0,0.6251901758799495,0.018367743775748333,0.3330099054311944,0.01096197464744905,0.17123673909670997,0.016371813747207857,
10,ridge,remove_one_group,midprice,15,0,0.6251627642798956,0.018379545243700293,0.3328382546115198,0.010992349446174027,0.17111971119152694,0.0162935441539785,
10,ridge,remove_one_group,price_levels,15,0,0.6251132863059669,0.018446287857343868,0.32811196418310146,0.012425363977220863,0.17205717449767738,0.014057191190955625,
10,ridge,remove_one_group,size_levels,15,0,0.624318176426501,0.018285766368553783,0.3293124408832051,0.011647225117764299,0.1669065189294301,0.017174355152753132,
10,ridge,remove_one_group,snapshot_order_flow_proxy,15,0,0.6094684552857917,0.01997913273892596,0.27527318895980213,0.008371906450009426,0.07301108860686296,0.022940530171661856,
10,ridge,remove_one_group,spread,15,0,0.6228692872505918,0.01925259357335409,0.3218457083284027,0.008104014163508078,0.16126572049710283,0.014381096807837434,
10,ridge,remove_one_group,top_of_book,15,0,0.6251517360103513,0.01843026519485719,0.3327473293842349,0.011021096125810762,0.1710844019278762,0.01628573130365336,
10,ridge,remove_one_group,top_of_book_imbalance,15,0,0.6251948975616024,0.018365443198156334,0.3329958479827125,0.010989413009853993,0.17125255144175727,0.016348790218649406,
10,ridge,remove_one_group,volatility_proxy,15,0,0.6253104474689086,0.018391252149067033,0.3328988640645258,0.010828380993029024,0.17187149022730494,0.01669480060189467,
